asset_ticker,return_date,monthly_return
AGG,2003-10-31,-0.00934766498356443
AGG,2003-11-30,0.003344713917482922
AGG,2003-12-31,0.009792024730079119
AGG,2004-01-31,0.004405401898934791
AGG,2004-02-29,0.011414772341130863
AGG,2004-03-31,0.006837939885752542
AGG,2004-04-30,-0.028064043635329328
AGG,2004-05-31,-0.0037810521909638073
AGG,2004-06-30,0.0072828994228790744
AGG,2004-07-31,0.009250329621896647
AGG,2004-08-31,0.016185925192333528
AGG,2004-09-30,0.005168817846060492
AGG,2004-10-31,0.008665856378044623
AGG,2004-11-30,-0.007390149580340233
AGG,2004-12-31,0.007972863646147577
AGG,2005-01-31,0.004881990616577125
AGG,2005-02-28,-0.0037129975708279916
AGG,2005-03-31,-0.00974285962440169
AGG,2005-04-30,0.017228401215752642
AGG,2005-05-31,0.008275709455613178
AGG,2005-06-30,0.008763245972743361
AGG,2005-07-31,-0.010354708259664891
AGG,2005-08-31,0.011815847771958099
AGG,2005-09-30,-0.009364801661920552
AGG,2005-10-31,-0.009911113657880888
AGG,2005-11-30,0.003746468908684353
AGG,2005-12-31,0.01134075347305119
AGG,2006-01-31,-0.0005961825918193719
AGG,2006-02-28,0.0016080046143718274
AGG,2006-03-31,-0.008674741759616134
AGG,2006-04-30,-0.0014892798806764862
AGG,2006-05-31,-0.0019864006104893805
AGG,2006-06-30,-0.0016090684947555056
AGG,2006-07-31,0.013890004048711768
AGG,2006-08-31,0.01590978309375024
AGG,2006-09-30,0.01011537835091536
AGG,2006-10-31,0.0068562337208366575
AGG,2006-11-30,0.010620287404030426
AGG,2006-12-31,-0.006005047612144709
AGG,2007-01-31,-0.0007022251705182114
AGG,2007-02-28,0.016254299341638356
AGG,2007-03-31,-0.0019516600789487581
AGG,2007-04-30,0.0058977672776263645
AGG,2007-05-31,-0.009172209045100632
AGG,2007-06-30,-0.0037684076982287262
AGG,2007-07-31,0.01073166748457588
AGG,2007-08-31,0.012793858926454904
AGG,2007-09-30,0.006328585806119502
AGG,2007-10-31,0.010079672218840097
AGG,2007-11-30,0.018035242869587353
AGG,2007-12-31,-9.337817514321056e-05
AGG,2008-01-31,0.02312926489804701
AGG,2008-02-29,-0.0015994015582314614
AGG,2008-03-31,0.0012969755649481218
AGG,2008-04-30,0.0032752748915778618
AGG,2008-05-31,-0.012652172389972738
AGG,2008-06-30,-0.0018495654634980152
AGG,2008-07-31,0.0039401954412667806
AGG,2008-08-31,0.007418848538607081
AGG,2008-09-30,-0.0175973041351557
AGG,2008-10-31,-0.022810601862434776
AGG,2008-11-30,0.03024234293461614
AGG,2008-12-31,0.06662533661876302
AGG,2009-01-31,-0.019866282692217796
AGG,2009-02-28,-0.010553873010620385
AGG,2009-03-31,0.011029607337884162
AGG,2009-04-30,0.005153030423428406
AGG,2009-05-31,0.007096557140457982
AGG,2009-06-30,0.004207885653489729
AGG,2009-07-31,0.012690903247234209
AGG,2009-08-31,0.012202147201622049
AGG,2009-09-30,0.011881712434263836
AGG,2009-10-31,0.0022179449158057363
AGG,2009-11-30,0.012863558336343672
AGG,2009-12-31,-0.018812552063148025
AGG,2010-01-31,0.014148861138564728
AGG,2010-02-28,0.0019840796485710577
AGG,2010-03-31,-6.73864513025535e-05
AGG,2010-04-30,0.009732607142973526
AGG,2010-05-31,0.010824791636053765
AGG,2010-06-30,0.01768701209708179
AGG,2010-07-31,0.008547075089757605
AGG,2010-08-31,0.012868014824056084
AGG,2010-09-30,7.409742456410129e-05
AGG,2010-10-31,0.001522165872365866
AGG,2010-11-30,-0.008349518072250928
AGG,2010-12-31,-0.0067541651217790655
AGG,2011-01-31,-0.0008503470703639104
AGG,2011-02-28,0.00290437970149493
AGG,2011-03-31,-0.0022305758614235005
AGG,2011-04-30,0.0156753376497758
AGG,2011-05-31,0.012397618108730413
AGG,2011-06-30,-0.0044511203363848395
AGG,2011-07-31,0.016866028708133918
AGG,2011-08-31,0.015204789538087127
AGG,2011-09-30,0.0077055001451185046
AGG,2011-10-31,0.0012651417177407254
AGG,2011-11-30,-0.0033077172453309656
AGG,2011-12-31,0.013566921065581328
AGG,2012-01-31,0.007257021443975775
AGG,2012-02-29,-0.00013630235066164342
AGG,2012-03-31,-0.005729337263623457
AGG,2012-04-30,0.009059871545772813
AGG,2012-05-31,0.01078139129555078
AGG,2012-06-30,-0.00019695674033959332
AGG,2012-07-31,0.013621280513940848
AGG,2012-08-31,9.625966690407495e-08
AGG,2012-09-30,0.0026659112208728963
AGG,2012-10-31,-0.0004722423003336029
AGG,2012-11-30,0.002706855138010944
AGG,2012-12-31,-0.002452697565004436
AGG,2013-01-31,-0.006211301199615438
AGG,2013-02-28,0.005907875140940266
AGG,2013-03-31,0.0009862273025795787
AGG,2013-04-30,0.00968557995348851
AGG,2013-05-31,-0.02001069041367942
AGG,2013-06-30,-0.015654786058272308
AGG,2013-07-31,0.002690742456733508
AGG,2013-08-31,-0.008263399799055215
AGG,2013-09-30,0.011206075125220094
AGG,2013-10-31,0.008326825678796501
AGG,2013-11-30,-0.002506871839262459
AGG,2013-12-31,-0.005567302460810275
AGG,2014-01-31,0.015408652419100832
AGG,2014-02-28,0.003764209609081526
AGG,2014-03-31,-0.001480160941551567
AGG,2014-04-30,0.008216386106906226
AGG,2014-05-31,0.011790934954378107
AGG,2014-06-30,-0.0005756891048596113
AGG,2014-07-31,-0.00250933921143226
AGG,2014-08-31,0.011496958605516028
AGG,2014-09-30,-0.0061492416474921985
AGG,2014-10-31,0.010641752552324801
AGG,2014-11-30,0.006570254366777384
AGG,2014-12-31,0.0014756086781673172
AGG,2015-01-31,0.02052290981265026
AGG,2015-02-28,-0.008947542201568792
AGG,2015-03-31,0.003746587033835347
AGG,2015-04-30,-0.0032275299850399453
AGG,2015-05-31,-0.004373780950923112
AGG,2015-06-30,-0.010767327947452499
AGG,2015-07-31,0.008621788041775824
AGG,2015-08-31,-0.0033580593147738425
AGG,2015-09-30,0.008114356318597693
AGG,2015-10-31,0.0006857453454371942
AGG,2015-11-30,-0.0038913658314578825
AGG,2015-12-31,-0.0019165177816533596
AGG,2016-01-31,0.012406555106882822
